,Nama,tempat lahir,tanggal lahir,Remove Gelar Depan,only_character
1300, NURJANNAH  SH  ST ,,, NURJANNAH  SH  ST ,NURJANNAHSHST
1301, KASPIAN KADIR  S AP ,,, KASPIAN KADIR  S AP ,KASPIANKADIRSAP
1302, FIRMAN FERDINAND SOENGE  SE ,,, FIRMAN FERDINAND SOENGE  SE ,FIRMANFERDINANDSOENGESE
1303, Drs  H  MANSUR DETUAGE  MM ,,, Drs  H  MANSUR DETUAGE  MM ,DrsHMANSURDETUAGEMM
1304, H  ARIFIN DJAKANI  SE  S Ag  MM ,,, H  ARIFIN DJAKANI  SE  S Ag  MM ,HARIFINDJAKANISESAgMM
1305, CHAMDI ALI TUMENGGUNG MAYANG  SE  M Si ,,, CHAMDI ALI TUMENGGUNG MAYANG  SE  M Si ,CHAMDIALITUMENGGUNGMAYANGSEMSi
1306, M  HIDAYAT H  BOUTY  SE ,,, M  HIDAYAT H  BOUTY  SE ,MHIDAYATHBOUTYSE
1307, ALFIAN POMALINGO ,,, ALFIAN POMALINGO ,ALFIANPOMALINGO
1308, Ir  H  AWALUDIN PAUWENI ,,, Ir  H  AWALUDIN PAUWENI ,IrHAWALUDINPAUWENI
1309, H  FAISAL HULUKATI ,,, H  FAISAL HULUKATI ,HFAISALHULUKATI
1310, IR H AW THALIB ,,, IR H AW THALIB ,IRHAWTHALIB
1311, IRWAN MAMESAH  S PD  M Ec Dev ,,, IRWAN MAMESAH  S PD  M Ec Dev ,IRWANMAMESAHSPDMEcDev
1312, MANAF ABIDIN HAMZAH  S Ag  M Pd ,,, MANAF ABIDIN HAMZAH  S Ag  M Pd ,MANAFABIDINHAMZAHSAgMPd
1313, H  JASIN U  DILO  A Md ,,, H  JASIN U  DILO  A Md ,HJASINUDILOAMd
1314, ILHAM KUNTONO  S Pd ,,, ILHAM KUNTONO  S Pd ,ILHAMKUNTONOSPd
1315, HELMI ADAM NENTO ,,, HELMI ADAM NENTO ,HELMIADAMNENTO
1316, DR Drs PARIS R A JUSUF  S Sos I  M Si ,,, DR Drs PARIS R A JUSUF  S Sos I  M Si ,DRDrsPARISRAJUSUFSSosIMSi
1317, MARWAN D  NGIU  SH ,,, MARWAN D  NGIU  SH ,MARWANDNGIUSH
1318, YUSNA TOLINGGUHU  SE MM ,,, YUSNA TOLINGGUHU  SE MM ,YUSNATOLINGGUHUSEMM
1319, Drs  H  SUN BIKI  M Ec Dev ,,, Drs  H  SUN BIKI  M Ec Dev ,DrsHSUNBIKIMEcDev
1320, Ir  WARSITO SOMAWIYONO ,,, Ir  WARSITO SOMAWIYONO ,IrWARSITOSOMAWIYONO
1321, Hj  SUHARSI IGIRISA  S IP  M Si ,,, Hj  SUHARSI IGIRISA  S IP  M Si ,HjSUHARSIIGIRISASIPMSi
1322, H  ULUL AZMI KADJI  SE  M Si ,,, H  ULUL AZMI KADJI  SE  M Si ,HULULAZMIKADJISEMSi
1323, Dra  Hj  NIKMA TAHIR ,,, Dra  Hj  NIKMA TAHIR ,DraHjNIKMATAHIR
1324, FIKRAM AZ SALILAM  S IP ,,, FIKRAM AZ SALILAM  S IP ,FIKRAMAZSALILAMSIP
1325, HAMZAH SIDIK  S H ,,, HAMZAH SIDIK  S H ,HAMZAHSIDIKSH
1326, I WAYAN SUDIARTHA  SE ,,, I WAYAN SUDIARTHA  SE ,IWAYANSUDIARTHASE
1327, YEYEN SIDIKI ,,, YEYEN SIDIKI ,YEYENSIDIKI
1328, DR Drs  PARIS R  A  JUSUF  S Sos I  M Si<br/KETUA DPRD ,,, DR Drs  PARIS R  A  JUSUF  S Sos I  M Si<br/KETUA DPRD ,DRDrsPARISRAJUSUFSSosIMSibrKETUADPRD
1329, H  MOH  KRIS WARTABONE  S AP<br/WAKIL KETUA 1 ,,, H  MOH  KRIS WARTABONE  S AP<br/WAKIL KETUA 1 ,HMOHKRISWARTABONESAPbrWAKILKETUA
1330, Ir  H  SOFYAN PUHI  ST<br/WAKIL KETUA 2 ,,, Ir  H  SOFYAN PUHI  ST<br/WAKIL KETUA 2 ,IrHSOFYANPUHISTbrWAKILKETUA
1331, IR  H  AWALUDDIN PAUWENI<br/WAKIL KETUA 3  ,,, IR  H  AWALUDDIN PAUWENI<br/WAKIL KETUA 3  ,IRHAWALUDDINPAUWENIbrWAKILKETUA
1332, dr buky wibawa karya guna m si ,Bandung,30 /10/ 1962 (59 tahun), buky wibawa karya guna ,bukywibawakaryaguna
1333, dr h haru suandharu s si m si ,Tasikmalaya,29 /06/ 1975 (46 tahun), h haru suandharu m si ,hharusuandharumsi
1334, h ali hasan s ip ,Solo,3 /04/ 1943 (78 tahun), ali hasan ,alihasan
1335, h arif hamid rahman ,Bandung,16 /06/ 1975 (46 tahun), arif hamid rahman ,arifhamidrahman
1336, h sugianto nanggolah sh mh ,Palembang,21 /01/ 1963 (59 tahun), sugianto nanggolah mh ,sugiantonanggolahmh
1337, hj siti muntamah s ap ,Banyuwangi,27 Juli 1970 (51 tahun), siti muntamah ,sitimuntamah
1338, r yunandar rukhiadi eka perwira st ,Pandeglang,25 /06/ 1976 (45 tahun), r yunandar rukhiadi eka perwira ,ryunandarrukhiadiekaperwira
1339, rafael situmorang sh ,Padang,11 /03/ 1976 (45 tahun), rafael situmorang ,rafaelsitumorang
1340, ahmad hidayat s ikom ,Bandung,1 /09/ 1987 (34 tahun), ahmad hidayat ,ahmadhidayat
1341, dadang kurniawan s ip m hum ,Bandung,11 /03/ 1970 (51 tahun), dadang kurniawan m hum ,dadangkurniawanmhum
1342, dr hj cucu sugyati se mm ,Bandung,22 /10/ 1973 (48 tahun), hj cucu sugyati mm ,hjcucusugyatimm
1343, dra hj tia fitriani ,Subang,10 /01/ 1966 (56 tahun), hj tia fitriani ,hjtiafitriani
1344, drs toni setiawan ,Bandung,20 /10/ 1966 (55 tahun), toni setiawan ,tonisetiawan
1345, h asep syamsudin s ag ,Bandung,19 /09/ 1970 (51 tahun), asep syamsudin ,asepsyamsudin
1346, h jajang rohana s pd i ,Bandung,6 /04/ 1968 (53 tahun), jajang rohana ,jajangrohana
1347, hj nia purnakania s h m kn ,Bandung,25 /02/ 1982 (39 tahun), nia purnakania ,niapurnakania
1348, hj sari sundari s sos ,Kota Jakarta,17 /12/ 1974 (47 tahun), sari sundari ,sarisundari
1349, hj thoriqoh nashrullah fitriyah s t me sy ,Bandung,31 /10/ 1975 (46 tahun), thoriqoh nashrullah fitriyah s t me sy ,thoriqohnashrullahfitriyahstmesy
1350, aep nurdin s ag m si ,Bandung,15 /08/ 1972 (49 tahun), aep nurdin m si ,aepnurdinmsi
1351, dra hj ellin surhaliah m si ,Bandung,2 /11/ 1952 (69 tahun), hj ellin surhaliah ,hjellinsurhaliah
1352, edi rusyandi s pd ,Bandung,19 /01/ 1982 (40 tahun), edi rusyandi ,edirusyandi
1353, tobias ginanjar sayidina s a p ,Bandung,21 /04/ 1986 (35 tahun), tobias ginanjar sayidina ,tobiasginanjarsayidina
1354, asep suherman s h i ,Cianjur,9 /03/ 1976 (45 tahun), asep suherman ,asepsuherman
1355, drs h ade barkah surahman m si ,Garut,25 /12/ 1967 (54 tahun), h ade barkah surahman ,hadebarkahsurahman
1356, h mirza agam gumay sm hk ,Jakarta,26 /08/ 1962 (59 tahun), mirza agam gumay ,mirzaagamgumay
1357, h sadar muslihat s h ,,19 /12/ 1964 (57 tahun), sadar muslihat  ,sadarmuslihat
1358, hj lilis boy ,Cianjur,12 /03/ 1958 (63 tahun), lilis boy ,lilisboy
1359, weni dwi aprianti s ab ,Bandung,18 /04/ 1990 (31 tahun), weni dwi aprianti ,wenidwiaprianti
1360, dessy susilawati s pd i ,Sukabumi,29 /12/ 1979 (42 tahun), dessy susilawati ,dessysusilawati
1361, dra hj lina ruslinawati ,Sukabumi,30 /11/ 1967 (54 tahun), hj lina ruslinawati ,hjlinaruslinawati
1362, h a sopyan bhm s ip ,Sukabumi,7 /05/ 1959 (62 tahun), a sopyan bhm ,asopyanbhm
1363, h abdul muiz lc ,Tuban,15 /03/ 1968 (53 tahun), abdul muiz ,abdulmuiz
1364, h phinera wijaya se ,Bandung,12 /05/ 1955 (66 tahun), phinera wijaya ,phinerawijaya
1365, hasim adnan s ag ,Cianjur,23 /08/ 1976 (45 tahun), hasim adnan ,hasimadnan
1366, hendar darsono sh mh ,Sukabumi,18 Juli 1976 (45 tahun), hendar darsono mh ,hendardarsonomh
1367, muhammad jaenudin s ag m h ,Bogor,11 /06/ 1972 (49 tahun), muhammad jaenudin m ,muhammadjaenudinm
1368, asep wahyuwijaya sh m ipol ,Bogor,16 /11/ 1972 (49 tahun), asep wahyuwijaya m ipol ,asepwahyuwijayamipol
1369, drh h achmad ru yat m si ,Serang,9 /09/ 1966 (55 tahun), drh achmad ru yat ,drhachmadruyat
1370, erni sugiyanti s ag ,Jakarta,17 /02/ 1974 (47 tahun), erni sugiyanti ,ernisugiyanti
1371, h cecep gogom s ag m pd ,Bogor,12 /04/ 1970 (51 tahun), cecep gogom m pd ,cecepgogommpd
1372, h kusnadi s ip ,Jakarta,20 Juli 1955 (66 tahun), kusnadi ,kusnadi
1373, h mochamad ichsan m a md ,Garut,1 /05/ 1974 (47 tahun), mochamad ichsan m ,mochamadichsanm
1374, h ricky kurniawan lc ,Jakarta,29 /05/ 1975 (46 tahun), ricky kurniawan ,rickykurniawan
1375, h ruhyat nugraha ,Jakarta,1 /10/ 1953 (68 tahun), ruhyat nugraha ,ruhyatnugraha
1376, h supono ,Kebumen,18 /11/ 1964 (57 tahun), supono ,supono
1377, hj asyanti rozana thalib se ,Jakarta,22 /01/ 1964 (58 tahun), asyanti rozana thalib ,asyantirozanathalib
1378, ir prasetyawati mm ,Jakarta,31 /10/ 1961 (60 tahun), prasetyawati ,prasetyawati
1379, h iwan suryawan s sos ,Kota Bogor,14 /05/ 1970 (51 tahun), iwan suryawan ,iwansuryawan
1380, h rudi harsa tanaya ,Bogor,20 /08/ 1950 (71 tahun), rudi harsa tanaya ,rudiharsatanaya
1381, rm ibnu ariebowo kusomo ,Jakarta,30 /06/ 1977 (44 tahun), rm ibnu ariebowo kusomo ,rmibnuariebowokusomo
1382, ade puspitasari s sos m b a ,Bekasi,18 /12/ 1985 (36 tahun), ade puspitasari m b a ,adepuspitasarimba
1383, dr h abdul harris bobihoe ,Gorontalo,18 /09/ 1963 (58 tahun), h abdul harris bobihoe ,habdulharrisbobihoe
1384, h heri koswara ma ,Bekasi,14 /06/ 1971 (50 tahun), heri koswara ma ,herikoswarama
1385, h m hasbullah rahmat s pd m hum ,Lahat,15 /06/ 1971 (50 tahun), m hasbullah rahmat m hum ,mhasbullahrahmatmhum
1386, hj iin nur fatinah amd ,Jakarta,22 /06/ 1974 (47 tahun), iin nur fatinah amd ,iinnurfatinahamd
1387, hj sumiyati s pd i ,Jakarta,20 /09/ 1968 (53 tahun), sumiyati ,sumiyati
1388, ir h asep arwin kotsara m eng ,Depok,8 /08/ 1968 (53 tahun), h asep arwin kotsara m eng ,haseparwinkotsarameng
1389, ir irfan suryanagara m ipol ,Pandeglang,20 /08/ 1967 (54 tahun), irfan suryanagara m ipol ,irfansuryanagaramipol
1390, m faizin s e ,Mojokerto,10 /06/ 1980 (41 tahun), m faizin s e ,mfaizinse
1391, rizki apriwijaya s s i ,Bogor,7 /04/ 1988 (33 tahun), rizki apriwijaya s s i ,rizkiapriwijayassi
1392, waras wasisto sh ,Madiun,9 /10/ 1970 (51 tahun), waras wasisto ,waraswasisto
1393, dr h abdul jabar majid m a ,Langgam,29 /12/ 1967 (54 tahun), h abdul jabar majid m a ,habduljabarmajidma
1394, h almaida rosa putra se m m ,Jakarta,20 /05/ 1984 (37 tahun), almaida rosa putra m m ,almaidarosaputramm
1395, h faizal hafan farid s e m si ,Garut,26 /12/ 1966 (55 tahun), faizal hafan farid s e ,faizalhafanfaridse
1396, h jejen sayuti se ,Bekasi,4 Juli 1970 (51 tahun), jejen sayuti ,jejensayuti
1397, h m achdar sudrajat s sos ,Bekasi,16 /06/ 1950 (71 tahun), m achdar sudrajat ,machdarsudrajat
1398, h syahrir se m ipol ,Medan,1 /09/ 1972 (49 tahun), syahrir m ipol ,syahrirmipol
1399, irpan haeroni ,Bekasi,15 /09/ 1972 (49 tahun), irpan haeroni ,irpanhaeroni
1400, hj gina fadlia swara s e mm ,Bandung,25 /08/ 1985 (36 tahun), gina fadlia swara s e ,ginafadliaswarase
1401, hj iis turniasih ,Majalengka,11 /03/ 1964 (57 tahun), iis turniasih ,iisturniasih
1402, hj sri rahayu agustina s h ,Karawang,2 /08/ 1975 (46 tahun), sri rahayu agustina  ,srirahayuagustina
1403, ihsanudin m si ,Lampung,15 /11/ 1979 (42 tahun), ihsanudin ,ihsanudin
1404, ir h abdul hadi wijaya m sc ,Surabaya,25 /11/ 1967 (54 tahun), h abdul hadi wijaya ,habdulhadiwijaya
1405, rahmat hidayat djati s ip ,Karawang,7 /04/ 1979 (42 tahun), rahmat hidayat djati ,rahmathidayatdjati
1406, sabil akbar s ip ,Subang,29 /08/ 1990 (31 tahun), sabil akbar ,sabilakbar
1407, toto purwanto sandi se m ipol ,Purwakarta,12 /08/ 1967 (54 tahun), toto purwanto sandi m ipol ,totopurwantosandimipol
1408, brigjen tni purn taufik hidayat sh mh ,Cirebon,22 Juli 1959 (62 tahun), brigjen tni purn taufik hidayat mh ,brigjentnipurntaufikhidayatmh
1409, dr abdy yuhana sh mh ,Indramayu,4 Juli 1976 (45 tahun), abdy yuhana mh ,abdyyuhanamh
1410, dr hj ineu purwadewi sundari s sos mm ,Semarang,10 /05/ 1975 (46 tahun), hj ineu purwadewi sundari mm ,hjineupurwadewisundarimm
1411, h heri ukasah sulaeman s pd m si m hum ,Garut,19 /01/ 1975 (47 tahun), heri ukasah sulaeman m si ,heriukasahsulaemanmsi
1412, h nasir s ag ,Majalengka,5 /09/ 1968 (53 tahun), nasir ,nasir
1413, h pepep saepul hidayat s ikom ,Majalengka,11 /05/ 1972 (49 tahun), pepep saepul hidayat ,pepepsaepulhidayat
1414, h ridwan solichin s ip m si ,Kota Bau-Bau,21 /10/ 1976 (45 tahun), ridwan solichin m si ,ridwansolichinmsi
1415, h zulkifly chaniago be ,Medan,12 /02/ 1956 (65 tahun), zulkifly chaniago be ,zulkiflychaniagobe
1416, nina nurhayati ,Subang,22 /01/ 1968 (54 tahun), nina nurhayati ,ninanurhayati
1417, raden tedi st ,Bandung,6 /01/ 1971 (51 tahun), raden tedi ,radentedi
1418, reynaldy putra andita budi raemi a md ,Jakarta,30 /10/ 1996 (25 tahun), reynaldy putra andita budi raemi ,reynaldyputraanditabudiraemi
1419, bambang mujiarto st ,CIrebon,12 /10/ 1982 (39 tahun), bambang mujiarto ,bambangmujiarto
1420, drs h abdul rozaq muslim sh m si ,Indramayu,6 /08/ 1965 (56 tahun), h abdul rozaq muslim m si ,habdulrozaqmuslimmsi
1421, drs h anwar yasin ,Indramayu,19 /09/ 1966 (55 tahun), h anwar yasin ,hanwaryasin
1422, drs h daddy rohanady ,Kuningan,31 /08/ 1962 (59 tahun), h daddy rohanady ,hdaddyrohanady
1423, h eryani sulam m si ,Indramayu,23 Juli 1969 (52 tahun), eryani sulam ,eryanisulam
1424, h kasan basari sh ,Indramayu,17 /03/ 1965 (56 tahun), kasan basari ,kasanbasari
1425, h muhamad sidkon dj s h ,Indramayu,19 /03/ 1966 (55 tahun), muhamad sidkon dj  ,muhamadsidkondj
1426, h syamsul bachri sh m ba ,Indramayu,2 /10/ 1968 (53 tahun), syamsul bachri m ,syamsulbachrim
1427, hilal hilmawan s ip m ip ,Indramayu,18 /04/ 1989 (32 tahun), hilal hilmawan m ip ,hilalhilmawanmip
1428, hj yuningsih m m ,Cirebon,13 /04/ 1968 (53 tahun), yuningsih ,yuningsih
1429, husin s e ,Muara Kulam,11 /02/ 1979 (42 tahun), husin s e ,husinse
1430, ir h sri budihardjo hermawan m ipol ,Indramayu,9 /06/ 1973 (48 tahun), h sri budihardjo hermawan m ipol ,hsribudihardjohermawanmipol
1431, bedi budiman s ip m si ,Tasikmalaya,3 /03/ 1973 (48 tahun), bedi budiman m si ,bedibudimanmsi
1432, dr dr h herman sutrisno m m ,Tasikmalaya,7 /04/ 1951 (70 tahun), dr herman sutrisno ,drhermansutrisno
1433, dra hj ijah hartini ,Ciamis,18 /09/ 1968 (53 tahun), hj ijah hartini ,hjijahhartini
1434, h didi sukardi s e ,Ciamis,8 /05/ 1972 (49 tahun), didi sukardi s e ,didisukardise
1435, hj tina wiryawati s h ,Solo,9 /05/ 1962 (59 tahun), tina wiryawati  ,tinawiryawati
1436, ir h herry dermawan ,Sidoarjo,30 /09/ 1960 (61 tahun), h herry dermawan ,hherrydermawan
1437, johan j anwari m si ,Ciamis,15 /05/ 1979 (42 tahun), johan j anwari ,johanjanwari
1438, yosa octora santono s si mm ,Jakarta,24 /10/ 1980 (41 tahun), yosa octora santono mm ,yosaoctorasantonomm
1439, ade kaca st ,Garut,4 /01/ 1968 (54 tahun), ade kaca ,adekaca
1440, deden galih s h m m ,Garut,6 /09/ 1968 (53 tahun), deden galih  ,dedengalih
1441, h ade ginanjar s sos ,Jakarta,21 /12/ 1972 (49 tahun), ade ginanjar ,adeginanjar
1442, h ahab sihabudin s h i ,Garut,5 /02/ 1968 (53 tahun), ahab sihabudin ,ahabsihabudin
1443, h dadan hidayatulloh s ag m ipol ,Bogor,22 /05/ 1970 (51 tahun), dadan hidayatulloh m ipol ,dadanhidayatullohmipol
1444, h memo hermawan ,Garut,16 Juli 1953 (68 tahun), memo hermawan ,memohermawan
1445, ali rasyid m sos ,Tasikmalaya,26 /12/ 1986 (35 tahun), ali rasyid m sos ,alirasyidmsos
1446, drs h yod mintaraga mpa ,Tasikmalaya,8 /08/ 1951 (70 tahun), h yod mintaraga mpa ,hyodmintaragampa
1447, drs kh tetep abdulatip ,Garut,23 /08/ 1966 (55 tahun), kh tetep abdulatip ,khtetepabdulatip
1448, h arip rachman se mm ,Tasikmalaya,22 /02/ 1969 (52 tahun), arip rachman mm ,ariprachmanmm
1449, h oleh soleh s h ,Tasikmalaya,27 /09/ 1975 (46 tahun), oleh soleh  ,olehsoleh
1450, hj neng madinah ruhiat ,Tasikmalaya,2 /12/ 1963 (58 tahun), neng madinah ruhiat ,nengmadinahruhiat
1451, viman alfarizi ramadhan s t mba ,Tasikmalaya,14 /05/ 1987 (34 tahun), viman alfarizi ramadhan s t mba ,vimanalfariziramadhanstmba
1452, yusriah dzinnun s pd ,Jakarta, 23 /03/ 1970, yusriah dzinnun ,yusriahdzinnun
1453, drs h abdul ghoni ,Jakarta, 11 /05/ 1960, h abdul ghoni ,habdulghoni
1454, hj neneng hasanah se s ip ,Jakarta, 28 /04/ 1968, neneng hasanah s ip ,nenenghasanahsip
1455, wibi andrino sh mh , Loksemawue, 15 /04/ 1986, wibi andrino mh ,wibiandrinomh
1456, hj ida mahmudah ,Semarang, 3 /08/ 1967, ida mahmudah ,idamahmudah
1457, riano p ahmad sh ,Jakarta, 10 /01/ 1983, riano p ahmad ,rianopahmad
1458, yusuf si kom ,Jakarta, 26 /05/, yusuf ,yusuf
1459, august hamonangan sh mh ,Pematang Siantar, 25 /08/ 1969, august hamonangan mh ,augusthamonanganmh
1460, guruh tirta lunggana , Jakarta, 10 /04/ 1985, guruh tirta lunggana ,guruhtirtalunggana
1461, h achmad ruslan sh ,Jakarta, 5 /01/ 1968, achmad ruslan ,achmadruslan
1462, esti arimi putri , Jakarta, 12 /06/ 1984, esti arimi putri ,estiarimiputri
1463, h lukmanul hakim se , Jakarta, 11 /10/ 1975, lukmanul hakim ,lukmanulhakim
1464, anthony winza prabowo sh ll m mciarb ,Agama:Kristen,Agama:Kristen, anthony winza prabowo ll m mciarb ,anthonywinzaprabowollmmciarb
1465, dwi wijayanto rio sambodo se mm ,Jakarta, 29 /06/ 1975, dwi wijayanto rio sambodo mm ,dwiwijayantoriosambodomm
1466, inggard joshua se ,Jakarta, 2 /10/ 1956, inggard joshua ,inggardjoshua
1467, h hasbiallah ilyas s ag ,Jakarta, 8 /03/ 1974, hasbiallah ilyas ,hasbiallahilyas
1468, dr ir h rasyidi hy mm cpa ma ,P. Beringin, 10 /11/ 1951, ir rasyidi hy cpa ma ,irrasyidihycpama
1469, ir h abdul aziz s si , Jakarta, 7 Juli 1971, h abdul aziz ,habdulaziz
1470, h hasan basri umar sh m si ,Tidore, 24 /08/ 1956, hasan basri umar m si ,hasanbasriumarmsi
1471, h taufik azhar m si ,Jakarta, 20 /06/ 1958, taufik azhar ,taufikazhar
1472, prasetyo edi marsudi sh , Kudus, 13 /05/ 1962, prasetyo edi marsudi ,prasetyoedimarsudi
1473, anggara wicitra sastroamidjojo , Jakarta, 16 /05/ 1989, anggara wicitra sastroamidjojo ,anggarawicitrasastroamidjojo
1474, syahroni ,Jakarta, 17 /04/ 1968, syahroni ,syahroni
1475, cinta mega sh ,Jakarta, 7 /09/ 1963, cinta mega ,cintamega
1476, dr h bambang kusumanto m sc ,Tegal, 14 Juli 1953, h bambang kusumanto ,hbambangkusumanto
1477, idris ahmad s k m , Jakarta, 19 /06/ 1991, idris ahmad s k m ,idrisahmadskm
1478, h matnoor tindoan sh ,Jakarta, 13 /04/ 1964, matnoor tindoan ,matnoortindoan
1479, dr dian pratama sp og , Jakarta, 11 /08/ 1977, dian pratama ,dianpratama
1480, h purwanto sh , Jakarta, 15 /02/ 1974, purwanto ,purwanto
1481, yudha permana , Jakarta, 18 /03/ 1978, yudha permana ,yudhapermana
1482, steven setiabudi musa ,Jakarta, 20 /09/ 1969, steven setiabudi musa ,stevensetiabudimusa
1483, yuke yurike st mm ,Bandung, 22 /02/ 1975, yuke yurike mm ,yukeyurikemm
1484, ima mahdiah ,Jakarta, 23 /06/ 1991, ima mahdiah ,imamahdiah
1485, drs h nasrullah me ,Jakarta, 10 /10/ 1963, h nasrullah me ,hnasrullahme
1486, dedi supriadi s i kom , Jakarta, 25 /02/ 1972, dedi supriadi ,dedisupriadi
1487, hj zita anjani s sos m sc ,Jakarta, 12 /03/ 1990, zita anjani m sc ,zitaanjanimsc
1488, drs kh muhammad thamrin ,Jakarta, 5 /09/ 1967, kh muhammad thamrin ,khmuhammadthamrin
1489, nova harivan paloh se mm ,Jakarta, 11 /11/ 1976, nova harivan paloh mm ,novaharivanpalohmm
1490, panji virgianto sedyo setiawan si kom ,Bandung, 6 /09/ 1967, panji virgianto sedyo setiawan ,panjivirgiantosedyosetiawan
1491, mujiyono se ,Wonogiri, 20 /01/ 1968, mujiyono ,mujiyono
1492, drs he syahrial mm ,Pematang Siantar, 15 /10/ 1947, he syahrial ,hesyahrial
1493, hr khotibi achyar h beceng ,Jakarta, 21 /05/ 1962, hr khotibi achyar beceng ,hrkhotibiachyarbeceng
1494, ong yenny ,Jakarta, 18 /03/ 1973, ong yenny ,ongyenny
1495, wa ode herlina ,Buton, 29 /05/ 1967, wa ode herlina ,waodeherlina
1496, desie christhyana sari ,Jakarta, 14 /12/ 1976, desie christhyana sari ,desiechristhyanasari
1497, basri baco se mm ,Ujungpandang, 3 /03/ 1975, basri baco mm ,basribacomm
1498, h jamaluddin lamanda sh mh , Tolitoli, 5 /05/ 1970, jamaluddin lamanda mh ,jamaluddinlamandamh
1499, gembong warsono s ip , Wonogiri, 8 /06/ 1963, gembong warsono ,gembongwarsono
1500, justin adrian untayana sh mh , Jakarta, 3 Juli 1980, justin adrian untayana mh ,justinadrianuntayanamh
1501, drs h m taufik zoelkifli m m , Jakarta, 10 /11/ 1964, h m taufik zoelkifli ,hmtaufikzoelkifli
1502, adi kurnia setiadi sh mh , Pandeglang, 21 /04/ 1979, adi kurnia setiadi mh ,adikurniasetiadimh
1503, judistira hermawan b buss ,Jakarta, 9 /12/ 1975, judistira hermawan ,judistirahermawan
1504, h achmad yani s ip m pd ,Jakarta, 7 /06/ 1963, achmad yani m pd ,achmadyanimpd
1505, drs ha nawawi sh m si ,Tegal, 9 /03/ 1950, ha nawawi m si ,hanawawimsi
1506, habib muhamad bin salim alatas , Jakarta, 10 /03/ 1979, habib muhamad bin salim alatas ,habibmuhamadbinsalimalatas
1507, jupiter se , Tanjung Pandan, 22 /05/ 1987, jupiter ,jupiter
1508, h ali muhammad johan c , Jakarta, 6 /03/ 1979, ali muhammad johan c ,alimuhammadjohanc
1509, h nasdiyanto , Jakarta, 19 /02/ 1967, nasdiyanto ,nasdiyanto
1510, jhonny simanjuntak sh ,Medan, 6 /01/ 1959, jhonny simanjuntak ,jhonnysimanjuntak
1511, h ismail s pd ,Jakarta, 31 /01/ 1972, ismail ,ismail
1512, hardiyanto kenneth sh mh m si ,Medan, 13 /04/ 1981, hardiyanto kenneth mh ,hardiyantokennethmh
1513, dr stephanie octavia ,Jakarta, 24 /10/ 1990, stephanie octavia ,stephanieoctavia
1514, h iman satria ,Jakarta, 7 Juli 1963, iman satria ,imansatria
1515, oman rohman rakinda s ip m si ,Kuningan, 15 /06/ 1970, oman rohman rakinda m si ,omanrohmanrakindamsi
1516, mayjen tni purn h ferrial sofyan ,Pengalaman organisasi:,Pengalaman organisasi:, h ferrial sofyan ,hferrialsofyan
1517, h muhammad idris se , Jakarta, 3 /02/ 1976, muhammad idris ,muhammadidris
1518, h muhayar rm , Jakarta, 30 Juli 1965, muhayar rm ,muhayarrm
1519, william aditya sarana ,Jakarta, 2 /05/ 1996, william aditya sarana ,williamadityasarana
1520, s andyka , Makasar, 16 /08/ 1970, s andyka ,sandyka
1521, ichwanul muslimin ,Jakarta,Jakarta, ichwanul muslimin ,ichwanulmuslimin
1522, sutikno , Lamongan, 7 Janjuari 1972, sutikno ,sutikno
1523, wita susilowaty si kom m kom ,Jakarta, 23 Juli 1992, wita susilowaty m kom ,witasusilowatymkom
1524, ir manuara siahaan ,Tapanuli Utara, 20 Juli 1967, manuara siahaan ,manuarasiahaan
1525, dr dr gilbert simanjuntak sp m , Tarutung, 22 /01/ 1964, dr gilbert simanjuntak ,drgilbertsimanjuntak
1526, nur afni sajim ,Jakarta, 17 /01/ 1983, nur afni sajim ,nurafnisajim
1527, h hariadi anwar , Jakarta, 6 /09/ 1953, hariadi anwar ,hariadianwar
1528, thopaz nuhgraha syamsul , Jakarta, 22 /08/ 1987, thopaz nuhgraha syamsul ,thopaznuhgrahasyamsul
1529, hj indrawati dewi ,Cianjur, 30 /10/ 1957, indrawati dewi ,indrawatidewi
1530, h nurhasan se , Jakarta, 5 /11/ 1971, nurhasan ,nurhasan
1531, faisal ,Jakarta, 30 /05/ 1973, faisal ,faisal
1532, merry hotma sh ,Medan, 21 /10/ 1962, merry hotma ,merryhotma
1533, cn dr siegvrieda lauw sh mh , Jakarta, 16 /08/ 1968, cn siegvrieda lauw mh ,cnsiegvriedalauwmh
1534, sharif m si , Jakarta, 10 /03/ 1970, sharif ,sharif
1535, gani suwondo sh , Bagansiapiapi, 26 /06/ 1965, gani suwondo ,ganisuwondo
1536, abdul azis muslim sh ,Jakarta, 24 /04/ 1970, abdul azis muslim ,abdulazismuslim
1537, israyani s p ,Pontianak, 28 /09/ 1970, israyani ,israyani
1538, prabowo soenirman ak mm ,Pontianak, 29 /01/ 1957, prabowo soenirman ,prabowosoenirman
1539, h abdurrahman suhaimi lc ma ,Blitar, 7 /11/ 1962, abdurrahman suhaimi ma ,abdurrahmansuhaimima
1540, suhud alynudin s ip m sc , Jakarta, 4 /06/ 1969, suhud alynudin m sc ,suhudalynudinmsc
1541, viani limardi sh ,Surabaya, 25 /11/ 1985, viani limardi ,vianilimardi
1542, karyatin subiantoro ,Tegal, 28 /05/ 1967, karyatin subiantoro ,karyatinsubiantoro
1543, h misan samsuri se ,Jakarta, 6 /03/ 1968, misan samsuri ,misansamsuri
